age;genre;diplome;nationalite;gsp;sociopro;menage;position;choix;horaires;heures_plus;nafg017un;secteur
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français de naissance;Employé-e-s;Employés services aux particuliers;Couple sans enfant;Autres, nr;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Autres ménages;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;C1;Fabrication alimentaire et tabacs
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Autres, nr;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;00;Autres secteurs
30-39a;Hommes;L2 ou équiv;Français de naissance;Professions intermédiaires;Technicien-ne-s;Couple sans enfant;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Hommes;L2 ou équiv;Français de naissance;Professions intermédiaires;Technicien-ne-s;Couple sans enfant;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
40-49a;Femmes;L3 et sup;Français de naissance;CPIS;Cadres et autres professions intermédiaires;Couple avec enfant(s);Agents maîtrise, ingénieurs, cadres;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;JZ;Autres secteurs
15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;C3;Fab élec, info, machines
30-39a;Femmes;L3 et sup;Français de naissance;Employé-e-s;Employés admin du privé;Personne seule;Employés;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;JZ;Autres secteurs
30-39a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;00;Autres secteurs
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;00;Autres secteurs
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;AZ;Autres secteurs
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Chauffeurs;Famille monoparentale;Autres, nr;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Autres ménages;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite plus d'heures;DE;Energie, eau, déchets, dépol
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
+50a;Femmes;Bac général;Etrangers;Employé-e-s;Employés commerciaux du privé;Couple sans enfant;Employés;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet -35h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Femmes;Bac techno/pro;Français de naissance;Employé-e-s;Employés admin du privé;Famille monoparentale;Employés;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;KZ;Autres secteurs
15-29a;Hommes;L2 ou équiv;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Famille monoparentale;Techniciens;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
40-49a;Femmes;Sans diplôme;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);NA;Contrat subi;Temps partiel;Souhaite plus d'heures;00;Autres secteurs
40-49a;Femmes;Sans diplôme;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);NA;Contrat subi;Temps partiel;Souhaite pas plus d'heures;00;Autres secteurs
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
30-39a;Hommes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Hommes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
40-49a;Hommes;L2 ou équiv;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
40-49a;Hommes;L2 ou équiv;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);Employés;Contrat subi;Temps partiel;Souhaite plus d'heures;GZ;Commerce
+50a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Employés;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;GZ;Commerce
40-49a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Employés;Contrat subi;Temps partiel;Souhaite plus d'heures;GZ;Commerce
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
30-39a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés du public;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
30-39a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés du public;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;C4;Fab matériel transp
30-39a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés du public;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;HZ;Transports et entreposage
30-39a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés du public;Couple sans enfant;Employés;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
40-49a;Femmes;L2 ou équiv;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
40-49a;Femmes;L2 ou équiv;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
40-49a;Hommes;L2 ou équiv;Français naturalisés;Professions intermédiaires;Technicien-ne-s;Couple avec enfant(s);Techniciens;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;C3;Fab élec, info, machines
30-39a;Femmes;Bac techno/pro;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps partiel;Souhaite pas plus d'heures;HZ;Transports et entreposage
+50a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés commerciaux du privé;Personne seule;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
+50a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual industrie;Personne seule;Employés;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;Bac général;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Autres, nr;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;00;Autres secteurs
15-29a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Autres, nr;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;00;Autres secteurs
+50a;Femmes;Brevet collèges ou CEP;Français naturalisés;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);Employés;Contrat choisi;Pas d'horaire habituel;Souhaite plus d'heures;GZ;Commerce
15-29a;Femmes;L3 et sup;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Femmes;Brevet collèges ou CEP;Français naturalisés;Employé-e-s;Employés commerciaux du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Femmes;L3 et sup;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
30-39a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps partiel;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
30-39a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps partiel;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
30-39a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps partiel;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Hommes;L3 et sup;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;KZ;Autres secteurs
40-49a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés du public;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Employé-e-s;Employés services aux particuliers;Couple avec enfant(s);Employés;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Employé-e-s;Employés services aux particuliers;Couple avec enfant(s);Autres, nr;Contrat subi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Employé-e-s;Employés services aux particuliers;Couple avec enfant(s);Autres, nr;Contrat subi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Employé-e-s;Employés services aux particuliers;Couple avec enfant(s);Employés;Contrat choisi;Temps partiel;Souhaite plus d'heures;RU;Autres secteurs
+50a;Hommes;Bac techno/pro;Français naturalisés;Professions intermédiaires;Technicien-ne-s;Couple avec enfant(s);Techniciens;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;00;Autres secteurs
+50a;Hommes;Bac techno/pro;Français naturalisés;Professions intermédiaires;Technicien-ne-s;Couple avec enfant(s);Techniciens;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;00;Autres secteurs
+50a;Hommes;L2 ou équiv;Français naturalisés;Employé-e-s;Employés du public;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;OQ;Admin publiques
+50a;Hommes;L2 ou équiv;Français naturalisés;Employé-e-s;Employés du public;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;OQ;Admin publiques
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Femmes;Bac général;Etrangers;Employé-e-s;Employés services aux particuliers;Famille monoparentale;Employés;Contrat subi;Temps partiel;Souhaite pas plus d'heures;IZ;Héberg et restauration
+50a;Femmes;Bac général;Etrangers;Employé-e-s;Employés services aux particuliers;Famille monoparentale;Employés;Contrat subi;Temps partiel;Souhaite plus d'heures;IZ;Héberg et restauration
40-49a;Hommes;CAP/BEP;Français de naissance;Professions intermédiaires;Technicien-ne-s;Personne seule;Techniciens;Contrat choisi;Temps complet +40h;Souhaite plus d'heures;C5;Fab autres prod indus
40-49a;Hommes;CAP/BEP;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Personne seule;Techniciens;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C5;Fab autres prod indus
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;C5;Fab autres prod indus
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
15-29a;Femmes;Bac techno/pro;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple sans enfant;Employés;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps complet +40h;Souhaite plus d'heures;FZ;Construction
15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Autres ménages;Autres, nr;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Employés;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Employés;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Employés;Contrat choisi;Temps partiel;Souhaite plus d'heures;GZ;Commerce
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;FZ;Construction
15-29a;Femmes;NA;Français de naissance;Employé-e-s;Employés services aux particuliers;Personne seule;Employés;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;IZ;Héberg et restauration
15-29a;Hommes;Bac général;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Employés;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Femmes;CAP/BEP;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Couple sans enfant;Employés;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;OQ;Admin publiques
15-29a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;C4;Fab matériel transp
40-49a;Femmes;L3 et sup;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
40-49a;Femmes;L3 et sup;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Hommes;L3 et sup;Etrangers;Ouvriers;Ouvriers non qual industrie;Autres ménages;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Hommes;L3 et sup;Etrangers;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Femmes;Bac techno/pro;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;00;Autres secteurs
30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
