annee;trim;catau2010r;metrodom;typmen7;age3;age5;coured;enfred;nfrred;sexe;acteu;acteu6;actif;actop;aidfam;ancchom;ancinact;contact;creaccp;dem;dispoc;gardeb;halor;inscont;mra;mrb;mrbbis;mrc;mrd;mrdbis;mre;mrec;mrf;mrg;mrgbis;mrh;mri;mrj;mrk;mrl;mrm;mrn;mro;mrpassa;mrpassb;mrpassc;mrs;nondic;nrec;nreca;nrecb;occref;officc;offre;pastra;pastrb;pastrf;percrev;rabs;raisnrec;raisnsou;raispas;sou;soua;soub;souc;sousempl;stche;temp;traref;typcont;typcontb;chpub;cse;cser;csp;cstot;cstotr;fonctc;nafg004un;nafg010un;nafg017un;nafg021un;nafg038un;nafg088un;pub3fp;qprc;stc;rdet;stat2;statoep;statut;statutr;titc;cstmn;cstplc;dispplc;duhab;gardea;hhc6;horaic;raison;raistp;stmn;stplc;tppred;txtppred;ancentr4;sitant;aac;csa;nafant;nafantg004n;dip11;cstotprm;identm;extrian;empnbh;hrec;hhce;hplusa;jourtr;nbtote;age;genre;diplome;nationalite;gsp;sociopro;menage;position;choix;horaires;heures_plus;public_prive;secteur
2018;1;1;1;1;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C4;C;CL;29;4;1;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;50;62;158835;1590630748;37;NA;37;NA;5;NA;15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;2;1;1;1;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C4;C;CL;29;4;1;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;2;NA;NA;NA;1;1;NA;2;NA;NA;NA;NA;NA;50;62;158836;15680904875;37;NA;37;39;5;NA;15-29a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;4;15;15;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;GI;HZ;H;HZ;49;4;9;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;67;158871;14208976851;32;NA;40;NA;5;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Transports et entreposage
2018;2;1;1;4;15;15;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;GI;HZ;H;HZ;49;4;9;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;67;158872;13322240124;40;NA;40;NA;5;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Transports et entreposage
2018;3;1;1;4;15;15;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;GI;HZ;H;HZ;49;4;9;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;67;158873;16296473377;40;NA;40;NA;5;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Transports et entreposage
2018;4;1;1;4;15;15;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;GI;HZ;H;HZ;49;4;9;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;60;67;158874;15863887237;40;NA;40;NA;5;NA;15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Transports et entreposage
2018;3;2;1;3;30;40;1;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;2;NA;1;67;6;67;67;6;1;ET;BE;C3;C;CK;28;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;67;158933;29583639837;385;NA;385;NA;5;NA;40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab élec, info, machines
2018;4;2;1;3;30;40;1;2;1;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;2;NA;1;67;6;67;67;6;1;ET;BE;C3;C;CK;28;4;1;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;42;67;158934;245764398;455;NA;385;45;5;NA;40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple sans enfant;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab élec, info, machines
2018;3;1;1;2;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C5;C;CB;14;4;4;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;42;38;159009;10115725337;41;NA;37;39;5;NA;15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Employés;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;4;1;1;2;15;15;2;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C5;C;CB;14;4;4;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;42;38;159010;75248856622;42;NA;37;40;5;NA;15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Employés;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fab autres prod indus
2018;4;1;1;2;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C1;C;CA;10;4;1;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;31;38;159010;75248856622;39;NA;39;45;5;NA;15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;2;1;1;4;50;50;1;1;3;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;00;00;00;0;00;00;4;2;3;2;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;1;NA;NA;NA;50;62;159138;12392505331;35;NA;NA;NA;NA;NA;+50a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;3;1;1;4;50;50;1;1;3;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;00;00;00;0;00;00;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;159139;13908613788;35;NA;35;NA;5;NA;+50a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;1;1;1;9;30;40;1;2;3;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;MN;MN;N;NZ;81;4;9;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;67;159196;17691251933;35;NA;35;NA;5;NA;40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Autres ménages;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;2;1;1;9;30;40;1;2;3;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;MN;MN;N;NZ;81;4;9;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;71;67;159197;17542321518;35;NA;35;40;5;NA;40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Autres ménages;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;3;1;1;9;30;40;1;2;3;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;MN;MN;N;NZ;81;4;9;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;67;159198;15506012806;35;NA;35;NA;5;NA;40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Autres ménages;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;4;1;1;9;30;40;1;2;3;1;1;1;1;1;NA;NA;NA;2;3;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;EV;MN;MN;N;NZ;81;4;9;3;2;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;71;67;159199;14217001584;35;NA;35;40;5;NA;40-49a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Autres ménages;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;1;1;1;4;30;30;1;1;1;2;1;1;1;1;NA;NA;NA;1;5;1;NA;NA;2;1;1;1;NA;2;2;1;1;1;2;2;1;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;2;NA;1;2;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;NA;1;2;NA;1;46;4;46;46;4;NA;EV;KZ;KZ;K;KZ;64;4;4;3;2;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;1;NA;NA;NA;31;46;159280;85232091465;35;NA;NA;NA;NA;NA;30-39a;Femmes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;2;1;1;4;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C5;C;CC;17;4;1;3;1;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;2;NA;NA;NA;31;63;159395;10668993915;7;NA;NA;NA;NA;NA;15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;4;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;NA;ET;BE;C1;C;CA;10;4;1;3;1;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;2;NA;NA;NA;31;63;159396;12581768633;7;NA;NA;NA;NA;NA;15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;1;4;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;2;1;62;6;62;62;6;1;EU;FZ;FZ;F;FZ;42;4;2;3;1;2;21;21;2;NA;NA;NA;2;9;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;42;62;159463;21668801379;37;NA;NA;40;NA;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Pas d'horaire habituel;Souhaite plus d'heures;Employeur privé;Construction
2018;2;4;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;EU;FZ;FZ;F;FZ;42;4;2;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;62;159464;21728896237;39;NA;39;NA;5;NA;30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Construction
2018;3;4;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;EU;FZ;FZ;F;FZ;42;4;2;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;42;62;159465;26705578276;39;NA;39;42;5;NA;30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual industrie;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Construction
2018;1;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;4;ET;BE;C1;C;CA;10;4;2;3;1;2;21;21;2;NA;NA;NA;NA;4;NA;2;3;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;159498;1059171905;24;NA;24;NA;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;2;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;4;ET;BE;C1;C;CA;10;4;2;3;1;2;21;21;2;NA;NA;NA;NA;4;NA;2;3;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;159499;10161506411;24;NA;24;NA;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;3;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;2;1;68;6;68;68;6;4;ET;BE;C1;C;CA;10;4;2;3;1;2;21;21;2;NA;1;NA;NA;4;NA;2;3;NA;NA;1;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;159500;92710976425;24;NA;24;15;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;1;1;1;4;30;30;1;1;1;1;1;1;1;1;NA;NA;NA;NA;3;1;NA;NA;2;NA;1;1;NA;2;2;1;1;1;2;1;2;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;2;NA;1;2;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;NA;1;2;NA;1;62;6;62;62;6;1;ET;BE;C1;C;CA;10;4;4;3;1;2;21;21;2;NA;NA;3;1;4;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;42;62;159504;13739146375;8;NA;8;35;1;NA;30-39a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Employés;Contrat choisi;Temps complet -35h;Souhaite plus d'heures;Employeur privé;Fabrication alimentaire et tabacs
2018;4;1;1;3;15;15;1;2;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;55;5;55;55;5;7;EV;GI;GZ;G;GZ;47;4;4;3;1;2;21;21;2;NA;NA;NA;NA;9;NA;NA;NA;NA;3;2;2;2;1;NA;NA;2;NA;NA;NA;41;34;159611;23091208972;4;NA;NA;NA;NA;NA;15-29a;Femmes;Bac général;Français de naissance;Employé-e-s;Employés commerciaux du privé;Couple sans enfant;Employés;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;Employeur privé;Commerce
2018;1;1;1;4;30;40;1;1;2;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;NA;00;00;00;0;00;00;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;68;159659;59607034875;39;NA;39;NA;4;NA;40-49a;Hommes;NA;Français naturalisés;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
2018;2;1;1;4;30;40;1;1;2;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;68;6;68;68;6;NA;00;00;00;0;00;00;4;1;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;68;159660;57237860085;39;NA;39;NA;4;NA;40-49a;Hommes;NA;Français naturalisés;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Autres secteurs
